1.79,1.14,0.58,0.07,0.09,-1.14,20.65,-23.09,18.3
1.81,2.03,1.49,0.22,-0.96,-0.32,8.31,6.73,42.27
2.01,1.77,1.11,0.17,0.38,-0.65,17.06,8.03,37.06
1.96,2.26,-0.07,0.09,-1.0,-0.57,-15.15,4.03,39.13
2.43,2.27,0.83,0.12,-0.56,-0.3,-5.45,10.41,41.61
2.05,2.17,1.14,0.24,-0.87,-1.07,13.48,-6.73,37.78
2.05,2.2,0.43,0.23,-0.19,-0.65,6.78,-0.63,42.41
2.13,1.27,0.91,0.07,0.37,-0.91,25.66,-1.91,30.63
3.08,1.13,-0.94,0.24,-0.88,0.36,22.1,2.48,38.3
2.22,1.79,0.83,0.15,-1.22,-0.88,5.91,-17.02,38.26
2.11,2.05,-0.54,0.2,-0.24,-1.14,-8.92,-19.48,32.2
1.65,1.35,-0.87,0.12,-0.31,-0.68,-15.87,-17.05,34.77
2.52,1.46,-1.51,0.03,-0.73,-0.21,-0.89,-5.65,44.54
2.37,1.71,-0.5,0.02,-1.4,-1.07,-20.75,-10.3,30.19
2.19,1.17,0.18,0.02,0.37,-1.01,25.78,-16.45,23.27
2.96,1.29,1.22,0.2,-1.09,0.45,2.44,2.86,44.43
2.38,1.29,0.15,0.08,-0.54,0.0,10.28,-9.36,43.03
2.18,2.27,0.84,0.1,-0.07,0.26,-14.62,16.3,34.87
2.05,1.99,1.53,0.11,-0.97,-0.23,2.49,8.54,43.09
2.11,1.92,-0.16,0.09,-1.12,-1.19,-18.03,-15.42,29.41
1.64,2.17,1.35,0.06,-0.76,-0.52,8.02,6.11,42.11
1.65,1.39,1.5,0.17,-0.46,-0.52,16.09,-13.0,37.6
1.69,1.69,1.04,0.01,-0.71,-1.0,9.82,-19.43,35.17
1.8,2.31,0.73,0.04,-1.51,-0.79,-13.36,2.11,39.77
3.08,1.56,1.33,0.07,-1.33,-0.31,11.31,1.03,43.51
2.0,1.45,0.67,0.23,-1.55,-0.68,-0.59,-21.95,36.78
1.81,1.65,0.12,0.17,-1.52,-0.51,-10.48,-8.55,41.69
2.52,1.09,1.44,0.25,0.05,0.52,10.16,-15.53,40.52
3.14,1.97,1.41,0.08,0.3,-0.01,-10.54,2.33,42.47
1.94,1.83,-0.34,0.03,-1.23,-1.2,-23.54,-7.0,27.65
1.58,1.23,1.22,0.2,-1.06,-1.04,6.33,-30.27,21.11
1.7,1.97,-0.06,0.25,-1.25,-0.65,-15.4,-2.39,39.41
2.48,1.42,1.24,0.17,-0.1,-0.62,21.41,5.26,35.8
3.01,1.47,0.86,0.13,-0.6,-1.26,28.9,3.37,21.58
2.27,1.91,-0.24,0.02,-1.36,0.16,-2.38,8.93,43.06
2.05,2.32,1.08,0.04,-1.43,-0.44,-7.63,8.47,41.59
2.82,1.94,0.58,0.04,-1.49,-1.47,6.18,-23.81,26.46
2.74,1.74,0.87,0.02,-0.6,-1.44,25.98,-3.54,25.77
1.86,1.05,-1.31,0.15,-0.09,-0.21,-2.95,-21.87,38.17
2.08,1.31,-0.02,0.11,-0.81,-0.62,0.74,-24.53,34.64
2.42,2.2,-1.45,0.13,-1.2,-1.53,-23.92,4.47,3.69
2.47,1.09,0.44,0.04,-0.31,-0.13,17.61,-12.91,38.82
2.28,1.8,-0.38,0.22,-1.22,-1.53,-19.76,-17.26,17.68
1.58,2.21,0.65,0.05,-0.74,-0.13,0.38,14.21,40.72
3.14,1.57,1.05,0.1,-0.41,-0.59,15.02,10.61,39.25
2.14,1.99,-0.68,0.22,0.29,-0.96,-0.45,-18.07,36.64
1.61,1.12,-1.06,0.18,-0.47,0.52,9.89,-17.48,39.36
2.12,2.33,-1.27,0.07,-1.52,-1.51,-19.29,13.96,1.15
2.32,1.08,1.51,0.24,-0.3,0.16,13.55,-10.97,41.49
2.25,1.69,-0.47,0.23,0.21,-0.1,1.12,-6.87,44.42
2.69,1.16,0.8,0.13,0.14,-0.84,28.6,5.26,26.67
1.58,1.93,1.09,0.06,-1.16,0.07,1.52,10.46,42.56
2.48,1.22,-0.6,0.22,-0.12,-1.39,7.86,-27.99,10.68
2.84,1.26,-0.76,0.02,-0.95,-0.04,12.03,-5.24,43.31
1.73,1.32,-1.16,0.13,-0.73,-1.11,-23.34,-3.47,29.31
2.03,1.97,1.24,0.12,-0.89,0.16,-4.59,12.69,41.15
3.03,2.09,-0.5,0.15,-0.84,-1.41,0.51,-25.65,22.26
2.32,1.32,-1.37,0.04,-1.52,0.46,15.8,-14.32,38.49
2.41,2.09,-0.22,0.09,-0.5,0.1,-9.74,10.26,40.85
1.91,1.7,-0.13,0.13,0.46,-0.3,4.92,-7.49,43.9
2.21,1.18,1.49,0.01,-1.36,-0.41,15.68,-18.17,36.61
2.24,1.24,-1.46,0.15,0.09,-0.82,-8.48,-23.81,31.14
1.65,1.41,-1.46,0.15,0.21,-0.83,-19.84,-13.71,32.37
2.52,2.11,-0.55,0.23,-0.97,-0.07,-11.07,1.8,42.15
2.01,1.99,-1.31,0.08,-1.36,-1.48,-20.63,15.49,10.58
2.36,2.25,-1.35,0.15,0.5,-0.85,-13.08,-11.28,36.99
2.91,1.46,-1.42,0.01,-0.32,0.25,8.34,4.45,43.98
2.22,1.54,1.28,0.12,-0.39,-0.86,23.59,-2.33,33.19
2.72,1.47,0.17,0.05,-1.08,0.13,5.91,0.49,44.81
2.41,1.69,1.1,0.06,-0.35,-1.49,27.04,-0.1,21.91
2.31,1.26,-0.73,0.06,-0.58,0.27,12.2,-5.24,43.02
2.93,1.14,0.1,0.09,-1.4,0.33,17.54,4.66,40.66
2.79,2.02,1.17,0.14,0.32,-0.2,-6.38,11.65,41.2
1.95,1.46,1.36,0.26,0.12,-0.21,13.89,-2.76,41.85
2.08,2.33,-0.34,0.15,-1.22,0.4,-0.86,19.58,36.75
2.42,1.89,0.21,0.0,-0.65,-0.68,1.06,-10.38,42.48
1.77,2.13,-1.32,0.16,0.24,0.46,2.62,19.82,36.41
2.96,1.42,0.56,0.24,-0.27,-0.7,26.48,2.45,31.16
2.66,2.23,0.94,0.18,-0.57,-0.85,8.71,6.25,40.62
2.73,2.34,-0.7,0.22,0.38,-1.08,4.6,-11.47,38.57
1.73,1.91,1.55,0.04,-0.96,-1.03,15.03,-10.64,36.87
1.63,2.31,0.39,0.0,-0.35,-1.53,1.83,-15.64,35.15
3.03,1.65,-0.17,0.02,-0.02,-1.56,26.5,-8.16,20.87
2.61,2.12,1.28,0.13,-1.24,-0.37,-2.82,5.94,43.43
2.4,2.05,-1.35,0.12,0.19,-0.67,-14.26,-10.24,37.75
2.82,1.53,0.14,0.05,0.18,-1.56,28.65,-0.65,16.79
2.61,1.9,-1.04,0.17,-0.96,-1.54,-20.66,-15.52,13.32
1.86,1.48,-0.83,0.05,-1.43,-0.54,-11.57,-0.71,41.81
2.14,2.12,-1.54,0.04,0.5,-0.07,-10.14,10.69,40.5
2.73,2.26,-0.55,0.0,-1.54,-1.48,-22.2,-14.86,10.69
2.52,2.22,1.01,0.04,-1.06,0.24,-17.36,14.15,34.26
2.49,1.33,0.38,0.0,0.27,0.28,1.11,-6.27,44.5
2.41,2.27,-0.83,0.05,0.43,-1.16,-0.38,-12.89,38.68
1.7,1.13,1.24,0.01,-0.7,-1.47,16.67,-25.01,10.72
2.16,1.72,1.54,0.2,0.25,-0.13,5.25,7.34,43.27
2.3,1.83,-0.62,0.09,0.21,-0.04,-3.8,1.59,44.46
2.07,1.06,-0.44,0.07,-0.91,0.37,16.04,-11.4,39.75
2.77,2.32,-0.7,0.1,-1.04,-1.24,-18.79,-19.47,19.83
2.84,1.61,-0.95,0.1,-0.55,-1.2,-3.48,-25.16,26.41
1.76,1.61,-0.5,0.1,0.44,-0.22,0.13,-9.33,44.05
2.55,1.13,0.34,0.06,-1.1,0.51,12.33,3.02,42.41
2.02,1.52,-0.56,0.22,-1.05,-0.88,-17.34,-14.83,32.84
2.22,1.47,-0.54,0.22,-0.95,-0.66,-8.31,-19.18,36.4
1.88,1.69,0.76,0.03,-0.95,-0.59,1.81,-13.43,42.02
2.4,1.81,0.44,0.05,-0.19,0.03,-3.61,3.82,44.24
1.81,1.37,0.4,0.09,-1.22,-0.4,-2.11,-18.67,40.07
1.96,2.32,0.76,0.01,-0.58,-0.51,-1.25,9.49,42.11
1.8,1.57,-0.77,0.05,0.47,-1.11,-1.5,-26.1,29.53
2.07,2.03,-0.67,0.04,0.21,0.37,-6.16,18.33,36.92
2.28,1.18,-0.25,0.14,-1.5,-1.28,-15.64,-20.04,26.34
